"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"421","A2BIN1;Q4FZE8;A2CEK7;A2AKN9;A2AKN8;A2BIM8;P02762;P04938;B8JI96;A2CEK6;A9C497;E9PVW0;A9C496;B5X0G2;A2BIN0;L7N222;P11591","A2BIN1;Q4FZE8;A2CEK7;A2AKN9;A2AKN8;A2BIM8;P02762;P04938;B8JI96;A2CEK6;A9C497;E9PVW0;A9C496;B5X0G2;A2BIN0;L7N222;P11591","A2BIN1;Q4FZE8;A2CEK7;A2AKN9;A2AKN8;A2BIM8;P02762;P04938;B8JI96;A2CEK6;A9C497;E9PVW0;A9C496;B5X0G2","8;8;7;7;7;7;7;7;6;5;5;5;5;5;3;3;1","2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;0","2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;0","Major urinary protein 10 OS=Mus musculus OX=10090 GN=Mup10 PE=2 SV=1;Major urinary protein 1 OS=Mus musculus OX=10090 GN=Mup22 PE=2 SV=1;Major urinary protein 12 OS=Mus musculus OX=10090 GN=Mup14 PE=3 SV=1;Major urinary protein 2 OS=Mus musculus OX=10090 G",17,8,2,2
"422","Q58EV3;A9R9W0;A2CEL1;P11588;E9QA79;A2CEL0;L7MUC7;A2CEK9","Q58EV3;A9R9W0;A2CEL1;P11588;E9QA79;A2CEL0;L7MUC7;A2CEK9","Q58EV3;A9R9W0;A2CEL1;P11588;E9QA79;A2CEL0;L7MUC7","7;7;7;7;5;5;4;3","2;2;2;2;1;1;1;2","2;2;2;2;1;1;1;2","Major urinary protein 1 OS=Mus musculus OX=10090 GN=Mup7 PE=2 SV=1;Major urinary protein 15 OS=Mus musculus OX=10090 GN=Mup15 PE=3 SV=1;Major urinary protein 1 OS=Mus musculus OX=10090 GN=Mup1 PE=3 SV=1;Major urinary protein 1 OS=Mus musculus OX=10090 GN=M",8,7,2,2
"423","A3KGL9;F6W687;P09602;Q5XK38;B7ZCQ3","A3KGL9;F6W687;P09602;Q5XK38;B7ZCQ3","A3KGL9;F6W687;P09602;Q5XK38;B7ZCQ3","2;2;2;1;1","2;2;2;1;1","2;2;2;1;1","Non-histone chromosomal protein HMG-17 OS=Mus musculus OX=10090 GN=Hmgn2 PE=1 SV=1;Non-histone chromosomal protein HMG-17 (Fragment) OS=Mus musculus OX=10090 GN=Hmgn2 PE=1 SV=1;Non-histone chromosomal protein HMG-17 OS=Mus musculus OX=10090 GN=Hmgn2 PE=1 S",5,2,2,2
"424","A3KGU7;A3KGU9;P16546;A3KGU5;E9Q447;A3KGU4","A3KGU7;A3KGU9;P16546;A3KGU5;E9Q447;A3KGU4","A3KGU7;A3KGU9;P16546;A3KGU5;E9Q447","33;33;33;32;32;6","33;33;33;32;32;6","33;33;33;32;32;6","Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptan1 PE=1 SV=1;Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptan1 PE=1 SV=2;Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus OX=10090 GN=Sptan1 PE=1 SV=",6,33,33,33
"425","A4QPD3;P15307","A4QPD3;P15307","A4QPD3;P15307","2;2","2;2","2;2","Proto-oncogene c-Rel OS=Mus musculus OX=10090 GN=Rel PE=1 SV=1;Proto-oncogene c-Rel OS=Mus musculus OX=10090 GN=Rel PE=1 SV=2",2,2,2,2
"426","G3UZ30;A5A4Y9;Q8K1L5","G3UZ30;A5A4Y9;Q8K1L5","G3UZ30;A5A4Y9;Q8K1L5","2;2;2","2;2;2","2;2;2","E3 ubiquitin-protein ligase PPP1R11 (Fragment) OS=Mus musculus OX=10090 GN=Ppp1r11 PE=1 SV=2;E3 ubiquitin-protein ligase PPP1R11 OS=Mus musculus OX=10090 GN=Ppp1r11 PE=1 SV=1;E3 ubiquitin-protein ligase PPP1R11 OS=Mus musculus OX=10090 GN=Ppp1r11 PE=1 SV=1",3,2,2,2
"427","E9Q449;A6H8H2","E9Q449;A6H8H2","E9Q449;A6H8H2","1;1","1;1","1;1","DENN domain-containing protein 4C OS=Mus musculus OX=10090 GN=Dennd4c PE=1 SV=1;DENN domain-containing protein 4C OS=Mus musculus OX=10090 GN=Dennd4c PE=1 SV=1",2,1,1,1
"428","A8DUK4;E9Q223;P02088;P02089;CON__Q3SX09;CON__P02070;P02104","A8DUK4;E9Q223;P02088;P02089;CON__Q3SX09;CON__P02070;P02104","A8DUK4;E9Q223;P02088","22;17;15;5;2;1;1","22;17;15;5;2;1;1","22;17;15;5;2;1;1","Beta-globin OS=Mus musculus OX=10090 GN=Hbb-bs PE=1 SV=1;Hemoglobin, beta adult s chain (Fragment) OS=Mus musculus OX=10090 GN=Hbb-bs PE=1 SV=1;Hemoglobin subunit beta-1 OS=Mus musculus OX=10090 GN=Hbb-b1 PE=1 SV=2",7,22,22,22
"429","A8XU21;P97369","A8XU21;P97369","A8XU21;P97369","1;1","1;1","1;1","Neutrophil cytosol factor 4 (Fragment) OS=Mus musculus OX=10090 GN=Ncf4 PE=1 SV=2;Neutrophil cytosol factor 4 OS=Mus musculus OX=10090 GN=Ncf4 PE=1 SV=2",2,1,1,1
"430","A8Y5C3;Q5SWV3;P70271","A8Y5C3;Q5SWV3;P70271","A8Y5C3;Q5SWV3;P70271","1;1;1","1;1;1","1;1;1","PDZ and LIM domain protein 4 (Fragment) OS=Mus musculus OX=10090 GN=Pdlim4 PE=1 SV=1;PDZ and LIM domain protein 4 OS=Mus musculus OX=10090 GN=Pdlim4 PE=1 SV=1;PDZ and LIM domain protein 4 OS=Mus musculus OX=10090 GN=Pdlim4 PE=1 SV=3",3,1,1,1
"431","A8Y5D3","A8Y5D3","A8Y5D3","1","1","1","Septin-9 (Fragment) OS=Mus musculus OX=10090 GN=Septin9 PE=1 SV=1",1,1,1,1
"432","Q8JZN1;A9XX86;F6QSC4","Q8JZN1;A9XX86;F6QSC4","Q8JZN1;A9XX86;F6QSC4","8;8;6","8;8;6","6;6;4","Macrophage galactose N-acetyl-galactosamine-specific lectin 2 OS=Mus musculus OX=10090 GN=Mgl2 PE=1 SV=1;Macrophage galactose N-acetyl-galactosamine specific lectin 2 isoform i OS=Mus musculus OX=10090 GN=Mgl2 PE=1 SV=1;Macrophage galactose N-acetyl-galact",3,8,8,6
"433","H3BJY1;H3BKF4;H3BIZ8;B0QZP8;O55101;H3BJ78","H3BJY1;H3BKF4;H3BIZ8;B0QZP8;O55101;H3BJ78","H3BJY1;H3BKF4;H3BIZ8;B0QZP8;O55101;H3BJ78","2;2;2;2;2;1","2;2;2;2;2;1","2;2;2;2;2;1","Synaptogyrin-2 OS=Mus musculus OX=10090 GN=Syngr2 PE=4 SV=1;Predicted gene 20708 OS=Mus musculus OX=10090 GN=Gm20708 PE=4 SV=1;Synaptogyrin-2 OS=Mus musculus OX=10090 GN=Syngr2 PE=4 SV=1;Synaptogyrin-2 OS=Mus musculus OX=10090 GN=Syngr2 PE=4 SV=1;Synaptogy",6,2,2,2
"434","B1AQF4;Q9D7X3;H3BKL8;Q3V2Y9;H3BKD1","B1AQF4;Q9D7X3;H3BKL8;Q3V2Y9;H3BKD1","B1AQF4;Q9D7X3;H3BKL8","3;3;2;1;1","3;3;2;1;1","3;3;2;1;1","Dual specificity protein phosphatase OS=Mus musculus OX=10090 GN=Dusp3 PE=1 SV=1;Dual specificity protein phosphatase 3 OS=Mus musculus OX=10090 GN=Dusp3 PE=1 SV=1;Dual specificity protein phosphatase OS=Mus musculus OX=10090 GN=Dusp3 PE=1 SV=1",5,3,3,3
"435","B1AQR8;G3X9T7;O08573","B1AQR8;G3X9T7;O08573","B1AQR8;G3X9T7;O08573","6;6;6","6;6;6","6;6;6","Galectin OS=Mus musculus OX=10090 GN=Lgals9 PE=1 SV=1;Galectin-9 OS=Mus musculus OX=10090 GN=Lgals9 PE=1 SV=1;Galectin-9 OS=Mus musculus OX=10090 GN=Lgals9 PE=1 SV=1",3,6,6,6
"436","B1AQW2;B1AQW4","B1AQW2;B1AQW4","B1AQW2","3;1","1;1","1;1","Microtubule-associated protein OS=Mus musculus OX=10090 GN=Mapt PE=1 SV=1",2,3,1,1
"437","B7ZC46;B1AQY9;B1AQZ0;Q8CHH9","B7ZC46;B1AQY9;B1AQZ0;Q8CHH9","B7ZC46;B1AQY9;B1AQZ0;Q8CHH9","1;1;1;1","1;1;1;1","1;1;1;1","Septin-8 OS=Mus musculus OX=10090 GN=Septin8 PE=1 SV=1;Septin-8 OS=Mus musculus OX=10090 GN=Septin8 PE=1 SV=1;Septin-8 OS=Mus musculus OX=10090 GN=Septin8 PE=1 SV=1;Septin-8 OS=Mus musculus OX=10090 GN=Septin8 PE=1 SV=4",4,1,1,1
"438","Z4YKM2;B2RWE3;B1AR13","Z4YKM2;B2RWE3;B1AR13","Z4YKM2;B2RWE3;B1AR13","5;5;5","5;5;5","5;5;5","CDGSH iron-sulfur domain-containing protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Cisd3 PE=1 SV=1;CDGSH iron sulfur domain 3 OS=Mus musculus OX=10090 GN=Cisd3 PE=1 SV=1;CDGSH iron-sulfur domain-containing protein 3, mitochondrial OS=Mus musculus OX=",3,5,5,5
"439","B1ARU1;E9QA63;B1ARU4;E9PVY8;Q9QXZ0;F6RL59;F6RCJ3;F6YKN8;F6Q750;A0A571BGC6;A0A571BF93;A0A0A0MQA6;F7ACR9;E9QNP1","B1ARU1;E9QA63;B1ARU4;E9PVY8;Q9QXZ0;F6RL59;F6RCJ3;F6YKN8;F6Q750;A0A571BGC6;A0A571BF93;A0A0A0MQA6;F7ACR9;E9QNP1","B1ARU1;E9QA63;B1ARU4;E9PVY8;Q9QXZ0;F6RL59;F6RCJ3;F6YKN8;F6Q750;A0A571BGC6;A0A571BF93;A0A0A0MQA6;F7ACR9;E9QNP1","2;2;2;2;2;1;1;1;1;1;1;1;1;1","2;2;2;2;2;1;1;1;1;1;1;1;1;1","2;2;2;2;2;1;1;1;1;1;1;1;1;1","Microtubule-actin cross-linking factor 1 OS=Mus musculus OX=10090 GN=Macf1 PE=1 SV=1;Microtubule-actin cross-linking factor 1 OS=Mus musculus OX=10090 GN=Macf1 PE=1 SV=2;Microtubule-actin cross-linking factor 1 OS=Mus musculus OX=10090 GN=Macf1 PE=1 SV=1;M",14,2,2,2
"440","B1ASZ3;Q64516;Q9WU65;Q8C635","B1ASZ3;Q64516;Q9WU65;Q8C635","B1ASZ3;Q64516","18;18;3;1","18;18;3;1","18;18;3;1","Glycerol kinase OS=Mus musculus OX=10090 GN=Gk PE=1 SV=1;Glycerol kinase OS=Mus musculus OX=10090 GN=Gk PE=1 SV=2",4,18,18,18
"441","B1AT92;Q60631;B1AT95","B1AT92;Q60631;B1AT95","B1AT92;Q60631;B1AT95","2;2;1","2;2;1","2;2;1","Growth factor receptor-bound protein 2 OS=Mus musculus OX=10090 GN=Grb2 PE=1 SV=1;Growth factor receptor-bound protein 2 OS=Mus musculus OX=10090 GN=Grb2 PE=1 SV=1;Growth factor receptor-bound protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Grb2 PE=1 SV=1",3,2,2,2
"442","B1ATL6;P47809","B1ATL6;P47809","B1ATL6;P47809","1;1","1;1","1;1","Dual-specificity mitogen-activated protein kinase kinase 4 (Fragment) OS=Mus musculus OX=10090 GN=Map2k4 PE=1 SV=1;Dual specificity mitogen-activated protein kinase kinase 4 OS=Mus musculus OX=10090 GN=Map2k4 PE=1 SV=2",2,1,1,1
"443","B1ATS4;B1ATS5;E9Q559;Q64518","B1ATS4;B1ATS5;E9Q559;Q64518","B1ATS4;B1ATS5;E9Q559;Q64518","4;4;4;4","1;1;1;1","1;1;1;1","Calcium-transporting ATPase OS=Mus musculus OX=10090 GN=Atp2a3 PE=1 SV=1;Calcium-transporting ATPase OS=Mus musculus OX=10090 GN=Atp2a3 PE=1 SV=1;Calcium-transporting ATPase OS=Mus musculus OX=10090 GN=Atp2a3 PE=1 SV=1;Sarcoplasmic/endoplasmic reticulum ca",4,4,1,1
"444","B1AU25;Q9Z0X1","B1AU25;Q9Z0X1","B1AU25;Q9Z0X1","21;21","21;21","21;21","Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus OX=10090 GN=Aifm1 PE=1 SV=1;Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus OX=10090 GN=Aifm1 PE=1 SV=1",2,21,21,21
"445","B1AWE0;Q6PFA2;B1AWE1;B1AWD8;B1AWD9;O08585","B1AWE0;Q6PFA2;B1AWE1;B1AWD8;B1AWD9;O08585","B1AWE0;Q6PFA2;B1AWE1;B1AWD8;B1AWD9;O08585","14;14;12;12;12;12","14;14;12;12;12;12","14;14;12;12;12;12","Clathrin light chain OS=Mus musculus OX=10090 GN=Clta PE=1 SV=1;Clathrin light chain OS=Mus musculus OX=10090 GN=Clta PE=1 SV=1;Clathrin light chain OS=Mus musculus OX=10090 GN=Clta PE=1 SV=1;Clathrin light chain OS=Mus musculus OX=10090 GN=Clta PE=1 SV=1;",6,14,14,14
"446","B1AXF5;E9Q7P8;P09242;B1AXF6","B1AXF5;E9Q7P8;P09242;B1AXF6","B1AXF5;E9Q7P8;P09242","5;5;5;2","5;5;5;2","5;5;5;2","Alkaline phosphatase, tissue-nonspecific isozyme (Fragment) OS=Mus musculus OX=10090 GN=Alpl PE=1 SV=8;Alkaline phosphatase (Fragment) OS=Mus musculus OX=10090 GN=Alpl PE=1 SV=1;Alkaline phosphatase, tissue-nonspecific isozyme OS=Mus musculus OX=10090 GN=A",4,5,5,5
"447","B1AXP6","B1AXP6","B1AXP6","2","2","2","Mitochondrial import receptor subunit TOM5 homolog OS=Mus musculus OX=10090 GN=Tomm5 PE=3 SV=1",1,2,2,2
"448","B1AYG7;B1AYG6;Q9Z0T9","B1AYG7;B1AYG6;Q9Z0T9","B1AYG7;B1AYG6;Q9Z0T9","4;4;4","4;4;4","4;4;4","Integrin beta (Fragment) OS=Mus musculus OX=10090 GN=Itgb6 PE=1 SV=1;Integrin beta OS=Mus musculus OX=10090 GN=Itgb6 PE=1 SV=1;Integrin beta-6 OS=Mus musculus OX=10090 GN=Itgb6 PE=1 SV=1",3,4,4,4
"449","B1AZ15;B1AZ14;Q3UMF0","B1AZ15;B1AZ14;Q3UMF0","B1AZ15;B1AZ14;Q3UMF0","3;3;3","3;3;3","3;3;3","Cordon-bleu protein-like 1 OS=Mus musculus OX=10090 GN=Cobll1 PE=1 SV=1;Cordon-bleu protein-like 1 OS=Mus musculus OX=10090 GN=Cobll1 PE=1 SV=1;Cordon-bleu protein-like 1 OS=Mus musculus OX=10090 GN=Cobll1 PE=1 SV=2",3,3,3,3
"450","B1AZ85;E9Q0C1;Q8R550","B1AZ85;E9Q0C1;Q8R550","B1AZ85;E9Q0C1;Q8R550","1;1;1","1;1;1","1;1;1","SH3 domain-containing kinase-binding protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Sh3kbp1 PE=1 SV=1;SH3 domain-containing kinase-binding protein 1 OS=Mus musculus OX=10090 GN=Sh3kbp1 PE=1 SV=1;SH3 domain-containing kinase-binding protein 1 OS=Mus muscu",3,1,1,1
"451","D3YWD3;B1AZA5","D3YWD3;B1AZA5","D3YWD3;B1AZA5","1;1","1;1","1;1","Transmembrane protein 245 OS=Mus musculus OX=10090 GN=Tmem245 PE=1 SV=1;Transmembrane protein 245 OS=Mus musculus OX=10090 GN=Tmem245 PE=1 SV=1",2,1,1,1
"452","H3BKJ0;H3BJW9;I1E4X0;F6YMR0;E9PUF2;B7ZNS2;B1AZP2","H3BKJ0;H3BJW9;I1E4X0;F6YMR0;E9PUF2;B7ZNS2;B1AZP2","H3BKJ0;H3BJW9;I1E4X0;F6YMR0;E9PUF2;B7ZNS2;B1AZP2","2;2;2;2;2;2;2","2;2;2;2;2;2;2","2;2;2;2;2;2;2","Disks large-associated protein 4 (Fragment) OS=Mus musculus OX=10090 GN=Dlgap4 PE=1 SV=1;Disks large-associated protein 4 (Fragment) OS=Mus musculus OX=10090 GN=Dlgap4 PE=1 SV=1;Disks large-associated protein 4 OS=Mus musculus OX=10090 GN=Dlgap4 PE=1 SV=1;",7,2,2,2
"453","B1B1D8;Q9D773;B1B1D7","B1B1D8;Q9D773;B1B1D7","B1B1D8;Q9D773;B1B1D7","2;2;1","2;2;1","2;2;1","39S ribosomal protein L2, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl2 PE=1 SV=1;39S ribosomal protein L2, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl2 PE=1 SV=1;39S ribosomal protein L2, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl2 PE=1 SV=1",3,2,2,2
"454","B2KF83;L7N466;Q9D110;A0A087WPE2;Q8R1G5;F6Q785","B2KF83;L7N466;Q9D110;A0A087WPE2;Q8R1G5;F6Q785","B2KF83;L7N466;Q9D110","3;3;3;1;1;1","3;3;3;1;1;1","3;3;3;1;1;1","5-formyltetrahydrofolate cyclo-ligase OS=Mus musculus OX=10090 GN=Mthfs PE=4 SV=1;5-formyltetrahydrofolate cyclo-ligase OS=Mus musculus OX=10090 GN=Mthfsl PE=1 SV=1;5-formyltetrahydrofolate cyclo-ligase OS=Mus musculus OX=10090 GN=Mthfs PE=2 SV=2",6,3,3,3
"455","B2KGF0;Q8VEE0;M0QWJ2;A0A087WQM3;M0QWQ0","B2KGF0;Q8VEE0;M0QWJ2;A0A087WQM3;M0QWQ0","B2KGF0;Q8VEE0;M0QWJ2;A0A087WQM3;M0QWQ0","2;2;1;1;1","2;2;1;1;1","2;2;1;1;1","Ribulose-phosphate 3-epimerase OS=Mus musculus OX=10090 GN=Rpe PE=1 SV=1;Ribulose-phosphate 3-epimerase OS=Mus musculus OX=10090 GN=Rpe PE=1 SV=1;Ribulose-phosphate 3-epimerase OS=Mus musculus OX=10090 GN=Rpe PE=1 SV=1;Ribulose-phosphate 3-epimerase OS=Mus",5,2,2,2
"456","B2M1R6;P61979;H3BKD0;H3BLL4;A0A286YCM2;A0A286YDM3;H3BK96;H3BKI8;A0A286YEC4;A0A286YDH1;Q8BT23;H3BLP7;H3BJ43;H3BJS9;A0A286YE41","B2M1R6;P61979;H3BKD0;H3BLL4;A0A286YCM2;A0A286YDM3;H3BK96;H3BKI8;A0A286YEC4;A0A286YDH1;Q8BT23;H3BLP7;H3BJ43;H3BJS9;A0A286YE41","B2M1R6;P61979;H3BKD0;H3BLL4;A0A286YCM2;A0A286YDM3;H3BK96;H3BKI8","17;17;12;11;10;10;10;9;8;7;6;5;4;4;3","17;17;12;11;10;10;10;9;8;7;6;5;4;4;3","17;17;12;11;10;10;10;9;8;7;6;5;4;4;3","Heterogeneous nuclear ribonucleoprotein K OS=Mus musculus OX=10090 GN=Hnrnpk PE=1 SV=1;Heterogeneous nuclear ribonucleoprotein K OS=Mus musculus OX=10090 GN=Hnrnpk PE=1 SV=1;Heterogeneous nuclear ribonucleoprotein K (Fragment) OS=Mus musculus OX=10090 GN=H",15,17,17,17
"457","E9QAI5;G3UWN2;B2RQC6","E9QAI5;G3UWN2;B2RQC6","E9QAI5;G3UWN2;B2RQC6","1;1;1","1;1;1","1;1;1","CAD protein OS=Mus musculus OX=10090 GN=Cad PE=1 SV=1;CAD protein OS=Mus musculus OX=10090 GN=Cad PE=1 SV=1;CAD protein OS=Mus musculus OX=10090 GN=Cad PE=1 SV=1",3,1,1,1
"458","Q3V3G0;E9PVA5;Q96LX3;B2RT89;E9Q4Q3;Q8BWG6","Q3V3G0;E9PVA5;Q96LX3;B2RT89;E9Q4Q3;Q8BWG6","Q3V3G0;E9PVA5;Q96LX3;B2RT89;E9Q4Q3;Q8BWG6","2;2;2;2;1;1","2;2;2;2;1;1","2;2;2;2;1;1","Solute carrier family 22, member 30 OS=Mus musculus OX=10090 GN=Slc22a30 PE=2 SV=1;Solute carrier family 22, member 30 OS=Mus musculus OX=10090 GN=Slc22a30 PE=4 SV=1;Solute carrier family 22, member 30 OS=Mus musculus OX=10090 GN=Slc22a30 PE=2 SV=1;Predict",6,2,2,2
"459","J3QK13;E9QNQ2;B2RXR6;J3QNJ4","J3QK13;E9QNQ2;B2RXR6;J3QNJ4","J3QK13;E9QNQ2;B2RXR6;J3QNJ4","2;2;2;1","2;2;2;1","2;2;2;1","Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B (Fragment) OS=Mus musculus OX=10090 GN=Ankrd44 PE=1 SV=1;Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B OS=Mus musculus OX=10090 GN=Ankrd44 PE=1 SV=1;Ser",4,2,2,2
"460","B2RXS4","B2RXS4","B2RXS4","2","2","2","Plexin-B2 OS=Mus musculus OX=10090 GN=Plxnb2 PE=1 SV=1",1,2,2,2
"461","B2RY04","B2RY04","B2RY04","1","1","1","Dedicator of cytokinesis protein 5 OS=Mus musculus OX=10090 GN=Dock5 PE=1 SV=2",1,1,1,1
"462","S4R2B0;B2RY56","S4R2B0;B2RY56","S4R2B0;B2RY56","1;1","1;1","1;1","RNA-binding protein 25 (Fragment) OS=Mus musculus OX=10090 GN=Rbm25 PE=1 SV=1;RNA-binding protein 25 OS=Mus musculus OX=10090 GN=Rbm25 PE=1 SV=2",2,1,1,1
"463","B7FAT9;J3JS84;I7HPW4;Q8K3J9","B7FAT9;J3JS84;I7HPW4;Q8K3J9","B7FAT9;J3JS84;I7HPW4;Q8K3J9","2;2;2;2","2;2;2;2","2;2;2;2","G protein-coupled receptor, family C, group 5, member C (Fragment) OS=Mus musculus OX=10090 GN=Gprc5c PE=1 SV=1;G protein-coupled receptor, family C, group 5, member C OS=Mus musculus OX=10090 GN=Gprc5c PE=1 SV=1;G protein-coupled receptor, family C, group",4,2,2,2
"464","B7FAU9;Q8BTM8;B7FAV1;F6XC15;J3JS91;F7AVL7;F6Z2C0;Q8VHX6","B7FAU9;Q8BTM8;B7FAV1;F6XC15;J3JS91;F7AVL7;F6Z2C0;Q8VHX6","B7FAU9;Q8BTM8;B7FAV1","13;13;12;4;2;1;1;1","13;13;12;4;2;1;1;1","12;12;11;3;2;1;1;0","Filamin, alpha OS=Mus musculus OX=10090 GN=Flna PE=1 SV=1;Filamin-A OS=Mus musculus OX=10090 GN=Flna PE=1 SV=5;Filamin, alpha (Fragment) OS=Mus musculus OX=10090 GN=Flna PE=1 SV=1",8,13,13,12
"465","B7ZC21;B7ZC22;O70139","B7ZC21;B7ZC22;O70139","B7ZC21;B7ZC22;O70139","1;1;1","1;1;1","1;1;1","cAMP-dependent protein kinase inhibitor gamma (Fragment) OS=Mus musculus OX=10090 GN=Pkig PE=1 SV=1;cAMP-dependent protein kinase inhibitor gamma (Fragment) OS=Mus musculus OX=10090 GN=Pkig PE=1 SV=1;cAMP-dependent protein kinase inhibitor gamma OS=Mus mus",3,1,1,1
"466","D6RJ57;B7ZCT4;Q68FH4","D6RJ57;B7ZCT4;Q68FH4","D6RJ57;B7ZCT4;Q68FH4","1;1;1","1;1;1","1;1;1","N-acetylgalactosamine kinase OS=Mus musculus OX=10090 GN=Galk2 PE=1 SV=1;N-acetylgalactosamine kinase (Fragment) OS=Mus musculus OX=10090 GN=Galk2 PE=1 SV=1;N-acetylgalactosamine kinase OS=Mus musculus OX=10090 GN=Galk2 PE=1 SV=1",3,1,1,1
"467","B7ZCU2;B7ZCU5;B7ZCU4;B7ZCU3;B7ZCU0;J3QNK8;Q8CBW3;A0A087WRS3;A0A087WPP8;Q6AXH6;Q6AXD2;P62484","B7ZCU2;B7ZCU5;B7ZCU4;B7ZCU3;B7ZCU0;J3QNK8;Q8CBW3;A0A087WRS3;A0A087WPP8;Q6AXH6;Q6AXD2;P62484","B7ZCU2;B7ZCU5;B7ZCU4;B7ZCU3;B7ZCU0;J3QNK8;Q8CBW3","5;5;5;5;5;5;5;1;1;1;1;1","5;5;5;5;5;5;5;1;1;1;1;1","5;5;5;5;5;5;5;1;1;1;1;1","Abl interactor 1 OS=Mus musculus OX=10090 GN=Abi1 PE=1 SV=1;Abl interactor 1 OS=Mus musculus OX=10090 GN=Abi1 PE=1 SV=1;Abl interactor 1 OS=Mus musculus OX=10090 GN=Abi1 PE=1 SV=1;Abl interactor 1 OS=Mus musculus OX=10090 GN=Abi1 PE=1 SV=1;Abl interactor 1",12,5,5,5
"468","B7ZD13;O35309","B7ZD13;O35309","B7ZD13;O35309","1;1","1;1","1;1","N-myc-interactor (Fragment) OS=Mus musculus OX=10090 GN=Nmi PE=1 SV=1;N-myc-interactor OS=Mus musculus OX=10090 GN=Nmi PE=1 SV=1",2,1,1,1
"469","B7ZNL2;Q78ZA7;A0A140LJ37;A0A140LJB5","B7ZNL2;Q78ZA7;A0A140LJ37;A0A140LJB5","B7ZNL2;Q78ZA7;A0A140LJ37","4;4;2;1","4;4;2;1","3;3;2;0","Nap1l4 protein OS=Mus musculus OX=10090 GN=Nap1l4 PE=1 SV=1;Nucleosome assembly protein 1-like 4 OS=Mus musculus OX=10090 GN=Nap1l4 PE=1 SV=1;Nucleosome assembly protein 1-like 4 (Fragment) OS=Mus musculus OX=10090 GN=Nap1l4 PE=1 SV=1",4,4,4,3
"470","E9Q448;B7ZNL3","E9Q448;B7ZNL3","E9Q448;B7ZNL3","20;20","1;1","1;1","Tropomyosin alpha-1 chain OS=Mus musculus OX=10090 GN=Tpm1 PE=1 SV=1;Tpm1 protein OS=Mus musculus OX=10090 GN=Tpm1 PE=1 SV=1",2,20,1,1
"471","B7ZNP3;Q3V4B5","B7ZNP3;Q3V4B5","B7ZNP3;Q3V4B5","2;2","2;2","2;2","COMM domain-containing protein 6 OS=Mus musculus OX=10090 GN=Commd6 PE=1 SV=1;COMM domain-containing protein 6 OS=Mus musculus OX=10090 GN=Commd6 PE=1 SV=1",2,2,2,2
"472","B9EHJ3;P39447","B9EHJ3;P39447","B9EHJ3;P39447","2;2","2;2","2;2","Tight junction protein ZO-1 OS=Mus musculus OX=10090 GN=Tjp1 PE=1 SV=1;Tight junction protein ZO-1 OS=Mus musculus OX=10090 GN=Tjp1 PE=1 SV=2",2,2,2,2
"473","C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8CGP6;Q8CGP7;Q8CGP5","C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8CGP6;Q8CGP7;Q8CGP5","C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8CGP6;Q8CGP7;Q8CGP5","15;15;15;15;15;15;15;15;15;15;15;15","15;15;15;15;15;15;15;15;15;15;15;15","1;1;1;1;1;1;1;1;1;1;1;1","Histone H2A type 1-P OS=Mus musculus OX=10090 GN=Hist1h2ap PE=1 SV=1;Histone H2A type 1-O OS=Mus musculus OX=10090 GN=Hist1h2ao PE=1 SV=1;Histone H2A type 1-N OS=Mus musculus OX=10090 GN=Hist1h2an PE=1 SV=1;Histone H2A type 1-I OS=Mus musculus OX=10090 GN=",12,15,15,1
"474","C8YIX4;Q9Z1M0","C8YIX4;Q9Z1M0","C8YIX4;Q9Z1M0","1;1","1;1","1;1","P2X purinoceptor OS=Mus musculus OX=10090 GN=P2rx7 PE=1 SV=1;P2X purinoceptor 7 OS=Mus musculus OX=10090 GN=P2rx7 PE=1 SV=2",2,1,1,1
