Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides AS_G0_A	Peptides AS_G0_B	Peptides AS_G0_C	Peptides AS_G1_A	Peptides AS_G1_B	Peptides AS_G1_C	Peptides WT_G0_A	Peptides WT_G0_B	Peptides WT_G0_C	Razor + unique peptides AS_G0_A	Razor + unique peptides AS_G0_B	Razor + unique peptides AS_G0_C	Razor + unique peptides AS_G1_A	Razor + unique peptides AS_G1_B	Razor + unique peptides AS_G1_C	Razor + unique peptides WT_G0_A	Razor + unique peptides WT_G0_B	Razor + unique peptides WT_G0_C	Unique peptides AS_G0_A	Unique peptides AS_G0_B	Unique peptides AS_G0_C	Unique peptides AS_G1_A	Unique peptides AS_G1_B	Unique peptides AS_G1_C	Unique peptides WT_G0_A	Unique peptides WT_G0_B	Unique peptides WT_G0_C	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type AS_G0_A	Identification type AS_G0_B	Identification type AS_G0_C	Identification type AS_G1_A	Identification type AS_G1_B	Identification type AS_G1_C	Identification type WT_G0_A	Identification type WT_G0_B	Identification type WT_G0_C	Sequence coverage AS_G0_A [%]	Sequence coverage AS_G0_B [%]	Sequence coverage AS_G0_C [%]	Sequence coverage AS_G1_A [%]	Sequence coverage AS_G1_B [%]	Sequence coverage AS_G1_C [%]	Sequence coverage WT_G0_A [%]	Sequence coverage WT_G0_B [%]	Sequence coverage WT_G0_C [%]	Intensity	Intensity AS_G0_A	Intensity AS_G0_B	Intensity AS_G0_C	Intensity AS_G1_A	Intensity AS_G1_B	Intensity AS_G1_C	Intensity WT_G0_A	Intensity WT_G0_B	Intensity WT_G0_C	iBAQ	iBAQ AS_G0_A	iBAQ AS_G0_B	iBAQ AS_G0_C	iBAQ AS_G1_A	iBAQ AS_G1_B	iBAQ AS_G1_C	iBAQ WT_G0_A	iBAQ WT_G0_B	iBAQ WT_G0_C	LFQ intensity AS_G0_A	LFQ intensity AS_G0_B	LFQ intensity AS_G0_C	LFQ intensity AS_G1_A	LFQ intensity AS_G1_B	LFQ intensity AS_G1_C	LFQ intensity WT_G0_A	LFQ intensity WT_G0_B	LFQ intensity WT_G0_C	MS/MS count AS_G0_A	MS/MS count AS_G0_B	MS/MS count AS_G0_C	MS/MS count AS_G1_A	MS/MS count AS_G1_B	MS/MS count AS_G1_C	MS/MS count WT_G0_A	MS/MS count WT_G0_B	MS/MS count WT_G0_C	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P21278	P21278	2	2	1	Guanine nucleotide-binding protein subunit alpha-11	Gna11	Guanine nucleotide-binding protein subunit alpha-11 OS=Mus musculus OX=10090 GN=Gna11 PE=1 SV=1	1	2	2	1	1	0	1	1	0	0	0	2	2	1	0	1	1	0	0	0	2	2	1	0	1	1	0	0	0	1	1	7.2	7.2	4.2	42.024	359	359	0	12.665	By matching		By MS/MS	By matching				By MS/MS	By MS/MS	4.2	0	4.2	4.2	0	0	0	7.2	7.2	10191000	761960	0	954530	562560	0	0	0	4693900	3217600	536340	40103	0	50238	29608	0	0	0	247050	169350	0	0	0	0	0	0	0	3482900	2174800	0	0	1	0	0	0	0	2	1	4				1045	5941;8224	True;True	6051;8383	35704;35705;35706;35707;35708;50451;50452	20536;20537;20538;28609	20537;28609		
P21279;P30677	P21279;P30677	2;1	1;0	1;0	Guanine nucleotide-binding protein G(q) subunit alpha;Guanine nucleotide-binding protein subunit alpha-14	Gnaq;Gna14	Guanine nucleotide-binding protein G(q) subunit alpha OS=Mus musculus OX=10090 GN=Gnaq PE=1 SV=4;Guanine nucleotide-binding protein subunit alpha-14 OS=Mus musculus OX=10090 GN=Gna14 PE=1 SV=2	2	2	1	1	1	0	1	0	0	0	0	2	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	7.8	4.7	4.7	42.158	359	359;355	0.0057573	6.7605	By MS/MS		By matching					By MS/MS	By matching	4.7	0	4.7	0	0	0	0	7.8	3.1	3458200	1346800	0	717810	0	0	0	0	1393600	0	182010	70884	0	37779	0	0	0	0	73347	0	0	0	0	0	0	0	0	1049500	0	1	0	0	0	0	0	0	1	0	2				1046	4226;8224	True;False	4306;8383	25783;25784;25785;50451;50452	15068;15069;28609	15069;28609		
P21614;CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229	P21614	7;1;1	7;1;1	7;1;1	Vitamin D-binding protein	Gc	Vitamin D-binding protein OS=Mus musculus OX=10090 GN=Gc PE=1 SV=2	3	7	7	7	1	6	7	4	4	5	0	1	0	1	6	7	4	4	5	0	1	0	1	6	7	4	4	5	0	1	0	17.6	17.6	17.6	53.6	476	476;474;475	0	78.369	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By matching		3.2	16	17.6	11.6	11.6	14.9	0	3.2	0	113130000	717850	34508000	55102000	9647400	4214900	8171700	0	766360	0	4713700	29910	1437800	2295900	401980	175620	340490	0	31931	0	0	80181000	69134000	33829000	54823000	70772000	0	0	0	0	7	6	3	2	2	0	0	0	20				1047	2035;2683;4641;7023;11017;11018;11961	True;True;True;True;True;True;True	2073;2738;4725;7163;11284;11285;12247	12554;12555;12556;12557;12558;16568;16569;16570;27850;27851;27852;27853;27854;42928;42929;42930;42931;42932;42933;42934;67356;67357;67358;67359;67360;67361;67362;73077	7368;7369;7370;7371;9806;16200;16201;24633;24634;24635;24636;38098;38099;38100;38101;38102;38103;38104;38105;41436	7370;9806;16201;24634;38099;38105;41436		
P21981;G3UXE8	P21981	9;3	9;3	9;3	Protein-glutamine gamma-glutamyltransferase 2	Tgm2	Protein-glutamine gamma-glutamyltransferase 2 OS=Mus musculus OX=10090 GN=Tgm2 PE=1 SV=4	2	9	9	9	6	3	6	4	3	2	2	8	6	6	3	6	4	3	2	2	8	6	6	3	6	4	3	2	2	8	6	20.6	20.6	20.6	77.06	686	686;146	0	87.285	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	14	5.7	14	8.7	5.7	4.1	4.1	18.8	16	235760000	74245000	8667800	32347000	17529000	3213000	4283800	2450500	56973000	36055000	7144400	2249800	262660	980220	531190	97363	129810	74259	1726500	1092600	69452000	22039000	40324000	50527000	39810000	53650000	16588000	32896000	24402000	5	2	3	2	2	1	2	7	4	28				1048	465;2063;3206;4143;5243;5608;7453;11118;12249	True;True;True;True;True;True;True;True;True	475;2102;3270;4220;5336;5710;7599;11388;12540	2813;12740;12741;12742;19623;19624;19625;19626;25309;25310;25311;25312;25313;25314;31331;31332;33422;33423;33424;33425;45803;45804;68024;68025;68026;68027;68028;68029;68030;68031;68032;74860;74861;74862;74863;74864;74865;74866;74867;74868	1643;7479;11552;14787;14788;18105;19282;19283;19284;19285;26046;38550;38551;38552;38553;38554;38555;38556;38557;38558;42509;42510;42511;42512;42513;42514;42515;42516	1643;7479;11552;14787;18105;19282;26046;38550;42509		
P22437	P22437	3	3	3	Prostaglandin G/H synthase 1	Ptgs1	Prostaglandin G/H synthase 1 OS=Mus musculus OX=10090 GN=Ptgs1 PE=1 SV=1	1	3	3	3	2	2	3	1	0	0	0	2	2	2	2	3	1	0	0	0	2	2	2	2	3	1	0	0	0	2	2	7.6	7.6	7.6	69.042	602	602	0	19.622	By MS/MS	By MS/MS	By MS/MS	By matching				By MS/MS	By MS/MS	5	5	7.6	3	0	0	0	5	5	27307000	5897200	3502800	7985700	736780	0	0	0	4366100	4818000	1092300	235890	140110	319430	29471	0	0	0	174650	192720	6658000	5911900	12230000	0	0	0	0	3386100	3121400	2	1	3	0	0	0	0	1	1	8				1049	1091;4393;6396	True;True;True	1106;4473;6518	6683;6684;6685;6686;6687;6688;26648;26649;26650;26651;26652;38726	3884;3885;15529;15530;15531;15532;15533;22306	3885;15529;22306		
P23116;A0A494B9I0	P23116	15;2	15;2	15;2	Eukaryotic translation initiation factor 3 subunit A	Eif3a	Eukaryotic translation initiation factor 3 subunit A OS=Mus musculus OX=10090 GN=Eif3a PE=1 SV=5	2	15	15	15	14	7	11	9	7	7	4	11	10	14	7	11	9	7	7	4	11	10	14	7	11	9	7	7	4	11	10	11.4	11.4	11.4	161.93	1344	1344;194	0	109.45	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By matching	By matching	By MS/MS	By MS/MS	10.6	5.8	9.3	7.7	5.7	5.5	3.4	8.3	8	524150000	243130000	16144000	63474000	22799000	3034100	2965400	3048800	83886000	85670000	8063800	3740400	248370	976530	350760	46679	45621	46905	1290600	1318000	198010000	32122000	70031000	70090000	48428000	38246000	37452000	71358000	70301000	9	0	2	2	0	0	0	5	2	20				1050	3969;4044;4743;5822;6405;6769;7055;7743;9734;10619;10628;10630;10704;11160;12797	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	4045;4120;4832;5930;6527;6903;7196;7896;9973;10877;10886;10888;10965;11430;13100	24308;24309;24310;24311;24312;24313;24750;24751;24752;24753;24754;24755;24756;24757;24758;24759;24760;24761;24762;24763;24764;28453;28454;28455;34921;34922;34923;34924;38768;38769;38770;38771;38772;38773;41183;41184;41185;41186;41187;43139;43140;43141;43142;47683;47684;47685;59634;59635;59636;59637;59638;59639;59640;59641;64906;64907;64908;64909;64972;64973;64974;64975;64976;64977;64985;64986;64987;64988;65466;65467;65468;65469;65470;65471;68292;68293;68294;78368;78369;78370;78371;78372;78373;78374;78375;78376;78377;78378;78379	14250;14251;14473;14474;16525;20124;22323;23701;23702;24737;27114;33763;33764;36665;36666;36700;36701;36703;36968;36969;38725;44684;44685	14251;14473;16525;20124;22323;23701;24737;27114;33764;36665;36700;36703;36968;38725;44685		
Q9DCC5;P23198;D3Z1A9;D3Z313	Q9DCC5;P23198	4;4;1;1	4;4;1;1	4;4;1;1	Chromobox protein homolog 3	Cbx3	Cbx3 protein OS=Mus musculus OX=10090 GN=Cbx3 PE=1 SV=1;Chromobox protein homolog 3 OS=Mus musculus OX=10090 GN=Cbx3 PE=1 SV=2	4	4	4	4	3	3	3	3	3	1	3	4	4	3	3	3	3	3	1	3	4	4	3	3	3	3	3	1	3	4	4	24.6	24.6	24.6	20.811	183	183;183;71;110	0	119.09	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	17.5	17.5	17.5	17.5	17.5	6.6	17.5	24.6	24.6	1083300000	393770000	56601000	138000000	38109000	6591500	1631200	11751000	145260000	291580000	135410000	49222000	7075100	17250000	4763600	823930	203900	1468900	18157000	36448000	380170000	113360000	173970000	116150000	85383000	0	65324000	132340000	208780000	2	3	2	2	2	0	1	3	2	17				1051	1614;2350;8682;14491	True;True;True;True	1646;2397;8845;14822	9993;9994;9995;9996;9997;9998;9999;10000;14457;14458;14459;14460;14461;14462;14463;14464;53070;53071;53072;53073;53074;53075;53076;53077;53078;88657;88658	5787;5788;5789;5790;5791;5792;5793;5794;8532;8533;30026;30027;30028;30029;30030;30031;30032;50641	5787;8532;30026;50641		
Q543K9;P23492;Q9D8C9;A0A2I3BQH2	Q543K9;P23492;Q9D8C9	3;3;2;1	3;3;2;1	3;3;2;1	Purine nucleoside phosphorylase	Pnp;Pnp2	Purine nucleoside phosphorylase OS=Mus musculus OX=10090 GN=Pnp PE=1 SV=1;Purine nucleoside phosphorylase OS=Mus musculus OX=10090 GN=Pnp PE=1 SV=2;Purine nucleoside phosphorylase OS=Mus musculus OX=10090 GN=Pnp2 PE=1 SV=1	4	3	3	3	2	0	2	0	0	0	0	2	1	2	0	2	0	0	0	0	2	1	2	0	2	0	0	0	0	2	1	20.8	20.8	20.8	32.263	289	289;289;305;250	0	66.362	By MS/MS		By MS/MS					By MS/MS	By matching	13.1	0	13.1	0	0	0	0	14.2	6.6	36141000	16142000	0	5301900	0	0	0	0	10060000	4636800	2409400	1076200	0	353460	0	0	0	0	670650	309120	12694000	0	9267200	0	0	0	0	6102600	5993700	2	0	1	0	0	0	0	3	0	6				1052	1322;7199;9177	True;True;True	1349;7342;9382	8130;8131;8132;8133;8134;8135;8136;8137;44115;56219;56220	4666;4667;4668;25235;31798;31799	4666;25235;31798		
P24270;A2AL20	P24270;A2AL20	19;12	19;12	19;12	Catalase	Cat	Catalase OS=Mus musculus OX=10090 GN=Cat PE=1 SV=4;Catalase OS=Mus musculus OX=10090 GN=Cat PE=1 SV=1	2	19	19	19	8	10	8	13	7	5	10	18	17	8	10	8	13	7	5	10	18	17	8	10	8	13	7	5	10	18	17	41.7	41.7	41.7	59.795	527	527;176	0	205.45	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	15.6	21.4	19.7	34	17.3	11	22.4	39.5	36.6	1255800000	84281000	43176000	46929000	35138000	4241100	4467500	29578000	328560000	679430000	39244000	2633800	1349200	1466500	1098100	132540	139610	924300	10268000	21232000	120630000	108050000	81087000	112450000	73864000	49728000	199260000	257060000	305740000	1	3	2	6	2	3	5	18	14	54				1053	1629;1860;2576;3965;4558;4758;4759;6534;6535;7591;7757;7885;8748;9443;9523;10931;10932;11079;11080	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1661;1896;2630;4041;4640;4849;4850;6664;6665;7739;7910;8040;8911;9679;9760;11197;11198;11347;11348;11349	10063;10064;10065;11505;11506;11507;11508;11509;11510;11511;15883;15884;15885;15886;15887;24257;24258;24259;24260;24261;24262;24263;24264;27463;27464;27465;27466;27467;27468;27469;27470;27471;27472;28509;28510;28511;28512;28513;39690;39691;39692;39693;39694;39695;46756;46757;46758;46759;46760;47744;47745;47746;47747;47748;47749;47750;47751;48496;48497;53427;57869;57870;57871;57872;57873;57874;57875;57876;57877;57878;57879;58315;58316;58317;58318;58319;58320;66873;66874;66875;66876;66877;66878;66879;66880;66881;66882;67772;67773;67774;67775;67776;67777;67778;67779;67780;67781;67782;67783;67784;67785;67786;67787;67788;67789;67790;67791;67792;67793	5837;6737;6738;9432;9433;9434;9435;14224;14225;15994;15995;15996;15997;15998;15999;16000;16001;16561;16562;16563;22851;22852;22853;26605;27145;27146;27147;27575;30242;32720;32721;32722;32978;32979;32980;37820;37821;37822;37823;37824;37825;38384;38385;38386;38387;38388;38389;38390;38391;38392;38393;38394;38395;38396;38397;38398;38399	5837;6737;9435;14225;16001;16561;16563;22852;22853;26605;27145;27575;30242;32722;32979;37824;37825;38389;38398	101	12
P24369	P24369	4	4	4	Peptidyl-prolyl cis-trans isomerase B	Ppib	Peptidyl-prolyl cis-trans isomerase B OS=Mus musculus OX=10090 GN=Ppib PE=1 SV=2	1	4	4	4	4	1	4	3	1	2	0	4	3	4	1	4	3	1	2	0	4	3	4	1	4	3	1	2	0	4	3	16.2	16.2	16.2	23.713	216	216	0	24.194	By MS/MS	By matching	By MS/MS	By matching	By matching	By matching		By MS/MS	By matching	16.2	4.6	16.2	16.2	5.6	10.2	0	16.2	16.2	82069000	17816000	1976400	24335000	3165600	640360	843720	0	27584000	5707800	6313000	1370500	152030	1871900	243510	49259	64902	0	2121800	439060	14007000	0	18847000	16626000	0	16771000	0	17533000	9327800	2	0	1	0	0	0	0	3	0	6				1054	6045;13127;13914;13915	True;True;True;True	6156;13434;14236;14237	36324;36325;36326;36327;36328;36329;36330;80247;80248;80249;80250;80251;85246;85247;85248;85249;85250;85251;85252;85253;85254;85255;85256	20849;45747;48744;48745;48746;48747	20849;45747;48745;48747		
P24527	P24527	5	5	5	Leukotriene A-4 hydrolase	Lta4h	Leukotriene A-4 hydrolase OS=Mus musculus OX=10090 GN=Lta4h PE=1 SV=4	1	5	5	5	4	1	2	2	0	0	0	4	2	4	1	2	2	0	0	0	4	2	4	1	2	2	0	0	0	4	2	10	10	10	69.05	611	611	0	80.587	By MS/MS	By MS/MS	By MS/MS	By MS/MS				By MS/MS	By matching	10	2.8	4.7	4.9	0	0	0	8	4.9	28454000	10029000	1361800	2970200	2196600	0	0	0	8396800	3499500	790400	278590	37827	82506	61018	0	0	0	233240	97207	8851600	0	5275500	6508700	0	0	0	4677100	3901400	3	1	2	1	0	0	0	4	0	11				1055	4648;9987;10820;10944;12901	True;True;True;True;True	4733;10235;11082;11210;13204	27893;27894;61299;61300;61301;61302;61303;61304;66127;66128;66920;66921;66922;66923;78873	16224;16225;34708;34709;34710;34711;34712;37367;37368;37369;37849;44952	16224;34708;37369;37849;44952		
P24668	P24668	2	2	2	Cation-dependent mannose-6-phosphate receptor	M6pr	Cation-dependent mannose-6-phosphate receptor OS=Mus musculus OX=10090 GN=M6pr PE=1 SV=1	1	2	2	2	1	0	2	1	0	0	1	2	1	1	0	2	1	0	0	1	2	1	1	0	2	1	0	0	1	2	1	15.8	15.8	15.8	31.172	278	278	0	15.737	By MS/MS		By MS/MS	By matching			By matching	By MS/MS	By MS/MS	7.6	0	15.8	7.6	0	0	7.6	15.8	7.6	27322000	9497600	0	4412800	1428700	0	0	851580	3604100	7527600	1707700	593600	0	275800	89293	0	0	53224	225260	470470	0	0	5975400	0	0	0	0	2798100	0	1	0	2	0	0	0	0	1	1	5				1056	1947;9926	True;True	1984;10171	12030;12031;60822;60823;60824;60825;60826;60827;60828	7066;34445;34446;34447;34448;34449	7066;34449		
P25799	P25799	1	1	1	Nuclear factor NF-kappa-B p105 subunit;Nuclear factor NF-kappa-B p50 subunit	Nfkb1	Nuclear factor NF-kappa-B p105 subunit OS=Mus musculus OX=10090 GN=Nfkb1 PE=1 SV=2	1	1	1	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1.5	1.5	1.5	105.61	971	971	0.0020315	8.9291	By MS/MS		By matching					By MS/MS		1.5	0	1.5	0	0	0	0	1.5	0	3536500	1658900	0	932570	0	0	0	0	945040	0	76881	36064	0	20273	0	0	0	0	20544	0	0	0	0	0	0	0	0	711690	0	1	0	0	0	0	0	0	1	0	2				1057	2896	True	2954	17819;17820;17821	10550;10551	10550		
P25911;P16277	P25911	6;1	6;1	6;1	Tyrosine-protein kinase Lyn	Lyn	Tyrosine-protein kinase Lyn OS=Mus musculus OX=10090 GN=Lyn PE=1 SV=4	2	6	6	6	5	1	5	1	0	0	0	5	2	5	1	5	1	0	0	0	5	2	5	1	5	1	0	0	0	5	2	16.2	16.2	16.2	58.812	512	512;499	0	42.959	By MS/MS	By matching	By MS/MS	By matching				By MS/MS	By MS/MS	13.7	2.5	14.3	2.5	0	0	0	14.3	4.5	98343000	51866000	1510000	13490000	3502700	0	0	0	16919000	11055000	3512300	1852400	53930	481800	125100	0	0	0	604260	394800	38861000	0	22297000	0	0	0	0	19470000	9796400	3	0	2	0	0	0	0	4	2	11				1058	333;8999;10316;10672;11608;13768	True;True;True;True;True;True	340;9177;10568;10931;11887;14086	1967;1968;1969;54954;54955;63278;63279;63280;65227;65228;65229;65230;65231;65232;70965;70966;70967;84289;84290	1155;31102;31103;35799;36835;36836;36837;36838;40266;40267;40268;48210;48211	1155;31102;35799;36835;40266;48211		
P26039;E9PUM4;A0A1L1SQ51;Q8CDM9;A0A1L1SRI1;Q71LX4;A0A1L1SQP9;A2AIM2;F6S1V7;F6SX70	P26039	78;8;8;7;7;7;6;4;2;1	78;8;8;7;7;7;6;4;2;1	78;8;8;7;7;7;6;4;2;1	Talin-1	Tln1	Talin-1 OS=Mus musculus OX=10090 GN=Tln1 PE=1 SV=2	10	78	78	78	65	42	66	43	32	22	20	73	58	65	42	66	43	32	22	20	73	58	65	42	66	43	32	22	20	73	58	42.3	42.3	42.3	269.82	2541	2541;2542;2544;1452;1471;2375;923;241;122;279	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	33.5	22.8	34.9	21.1	17.3	11.2	9.8	41.6	31.4	3186200000	1070400000	122440000	539210000	139990000	31259000	18028000	18102000	754020000	492700000	23777000	7988200	913710	4023900	1044700	233270	134540	135090	5627000	3676900	926600000	299480000	673710000	462420000	353990000	242830000	166950000	576610000	328260000	50	13	50	19	11	5	6	78	36	268				1059	30;181;259;334;335;638;820;830;1038;1041;1048;1049;1207;1337;1338;1526;1661;1780;1781;1783;1821;2668;2706;2841;3041;3059;3179;3394;3427;3712;3920;4114;4512;5188;5811;6123;6323;7100;7323;7524;7531;7540;7799;7953;8049;8331;8477;9361;9374;9380;9383;9552;9673;10035;10133;10134;10171;10556;10769;11248;11431;11519;11826;12217;12412;12740;12884;12892;12935;13259;13625;13670;13935;13936;14041;14066;14197;14332	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	30;184;264;341;342;652;834;844;1053;1056;1063;1064;1227;1366;1367;1556;1693;1813;1814;1816;1855;2723;2761;2899;3103;3122;3243;3462;3496;3785;3995;4191;4592;5281;5919;6237;6445;7243;7468;7671;7678;7687;7953;8109;8207;8490;8637;9587;9600;9606;9609;9789;9911;10284;10384;10385;10423;10813;11030;11523;11710;11798;12112;12508;12709;13041;13187;13195;13241;13567;13942;13987;14258;14259;14365;14393;14524;14659	159;160;161;162;1017;1018;1019;1020;1021;1022;1023;1024;1025;1026;1027;1028;1509;1510;1511;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;3884;3885;3886;3887;3888;3889;3890;3891;3892;3893;3894;5033;5034;5035;5036;5037;5100;5101;5102;5103;5104;5105;6327;6328;6329;6330;6331;6332;6333;6334;6335;6336;6337;6349;6350;6351;6352;6353;6354;6393;6394;6395;6396;6397;6398;6399;6400;6401;6402;6403;6404;6405;6406;6407;6408;6409;6410;6411;6412;7395;7396;7397;7398;7399;7400;7401;8247;8248;8249;8250;8251;8252;8253;8254;8255;8256;8257;9423;9424;9425;9426;9427;9428;10218;10219;10220;10882;10883;10884;10885;10886;10887;10888;10891;10892;10893;11175;11176;11177;11178;11179;11180;11181;16493;16494;16495;16692;16693;16694;16695;16696;16697;16698;17498;17499;18651;18652;18653;18654;18655;18656;18657;18658;18724;18725;18726;18727;19473;19474;19475;19476;20678;20679;20680;20681;20682;20683;20684;20685;20686;20687;20688;20689;20690;20691;20692;20693;20694;20910;20911;20912;20913;20914;20915;20916;22803;22804;22805;22806;22807;22808;24000;24001;24002;24003;24004;24005;24006;25161;25162;25163;25164;25165;25166;25167;25168;27217;27218;27219;27220;27221;31009;31010;31011;34858;34859;34860;34861;34862;36873;36874;36875;36876;36877;36878;36879;36880;36881;36882;38311;38312;43480;43481;43482;43483;43484;43485;44896;44897;44898;44899;44900;44901;44902;44903;46315;46316;46317;46318;46319;46320;46348;46405;46406;46407;46408;46409;46410;46411;46412;46413;46414;47980;48855;48856;48857;48858;48859;48860;48861;48862;48863;48864;48865;48866;49417;51062;51063;51951;51952;51953;51954;51955;51956;51957;51958;57379;57380;57381;57382;57383;57384;57385;57454;57455;57456;57483;57484;57485;57486;57487;57488;57489;57500;58451;58452;58453;58454;58455;58456;58457;58458;59254;59255;59256;59257;59258;61613;61614;61615;61616;61617;61618;61619;61620;62242;62243;62244;62245;62246;62247;62248;62249;62250;62251;62252;62253;62254;62255;62256;62257;62258;62480;62481;62482;62483;62484;62485;62486;64534;64535;64536;64537;64538;64539;64540;65815;65816;65817;65818;65819;65820;65821;65822;68804;68805;68806;69860;69861;69862;69863;69864;69865;70396;70397;70398;70399;70400;70401;72335;72336;72337;72338;72339;72340;72341;72342;74687;74688;74689;74690;74691;75936;75937;75938;75939;75940;75941;75942;75943;78046;78047;78048;78798;78799;78800;78801;78802;78803;78804;78805;78806;78807;78840;78841;78842;78843;78844;79077;79078;79079;79080;79081;79082;79083;79084;79085;79086;79087;81023;81024;81025;81026;83368;83369;83370;83371;83372;83373;83374;83375;83376;83377;83378;83379;83380;83381;83382;83657;83658;83659;83660;83661;83662;83663;83664;85338;85339;85340;85341;85342;85343;85344;85345;85346;85347;86038;86039;86040;86041;86042;86043;86044;86045;86046;86173;86174;86175;86931;86932;86933;86934;86935;87619;87620;87621	105;106;583;584;863;864;865;1156;1157;1158;1159;1160;1161;1162;1163;1164;2253;2254;2255;2256;2257;2258;2259;2260;2941;2942;2996;2997;2998;3680;3681;3682;3690;3691;3692;3693;3694;3714;3715;3716;3717;3718;3719;3720;3721;3722;3723;3724;3725;4276;4277;4750;4751;4752;4753;4754;4755;4756;4757;4758;5431;5432;5933;5934;5935;6327;6328;6329;6330;6331;6333;6334;6335;6507;6508;6509;6510;9773;9883;9884;9885;10384;11020;11021;11022;11023;11055;11056;11474;12140;12141;12142;12143;12144;12145;12146;12307;12308;12309;12310;12311;12312;12313;13391;13392;14063;14064;14065;14066;14695;14696;14697;14698;14699;14700;15837;15838;15839;17941;17942;20099;21187;21188;21189;21190;21191;21192;21193;21194;21195;22017;22018;24926;24927;25597;25598;25599;25600;26344;26345;26346;26347;26348;26349;26363;26409;26410;26411;26412;26413;26414;26415;27284;27775;27776;27777;27778;27779;27780;27781;28078;28962;29423;29424;32422;32465;32466;32467;32468;32479;32480;32481;32489;33037;33038;33039;33040;33041;33042;33043;33044;33509;33510;33511;33512;34921;34922;34923;35266;35267;35268;35269;35270;35271;35272;35273;35274;35275;35276;35409;35410;35411;36468;37204;37205;37206;37207;39050;39051;39052;39053;39054;39674;39675;39961;39962;39963;39964;39965;41041;41042;41043;41044;41045;41046;41047;42434;42435;43188;44525;44526;44925;44926;44940;45078;45079;45080;45081;45082;45083;45084;45085;46180;46181;46182;46183;47704;47705;47706;47707;47708;47709;47710;47711;47712;47713;47714;47715;47873;47874;47875;47876;48806;48807;48808;48809;48810;48811;48812;48813;48814;48815;49214;49215;49216;49217;49218;49287;49704;50079;50080	105;584;864;1158;1163;2260;2941;2996;3680;3691;3714;3722;4277;4750;4755;5431;5933;6328;6329;6333;6510;9773;9885;10384;11020;11055;11474;12142;12312;13392;14065;14700;15837;17941;20099;21193;22018;24926;25599;26344;26363;26410;27284;27780;28078;28962;29423;32422;32466;32481;32489;33037;33511;34922;35266;35275;35410;36468;37206;39051;39674;39961;41041;42434;43188;44525;44926;44940;45078;46180;47705;47874;48814;48815;49214;49287;49704;50079		
